,longitude,latitude,housing_median_age,population,median_income,median_house_value,ocean_proximity,rooms_per_person,houses_per_person
19636,-120.96,37.51,30.0,720.0,2.3864,139100.0,0,1.788888888888889,0.3236111111111111
19637,-120.96,37.48,32.0,682.0,2.9844,135900.0,0,1.8416422287390029,0.3460410557184751
19638,-120.97,37.43,27.0,810.0,2.1875,137500.0,0,1.7037037037037037,0.3234567901234568
19639,-120.8,37.55,18.0,1110.0,3.1641,96300.0,0,1.6234234234234235,0.2963963963963964
19640,-120.79,37.53,20.0,853.0,3.3083,108300.0,0,1.6611957796014067,0.3083235638921454
19641,-120.8,37.53,29.0,726.0,2.1932,90600.0,0,1.600550964187328,0.30991735537190085
19642,-120.81,37.53,15.0,189.0,1.875,181300.0,0,3.015873015873016,0.5661375661375662
19643,-120.82,37.54,20.0,282.0,6.1324,164800.0,0,2.50709219858156,0.3049645390070922
19644,-120.8,37.52,13.0,1602.0,3.9286,145800.0,0,1.822721598002497,0.30586766541822724
19645,-120.72,37.54,17.0,431.0,4.2188,131300.0,0,1.691415313225058,0.28074245939675174
19646,-120.79,37.49,44.0,687.0,3.4167,160700.0,0,1.7263464337700145,0.3406113537117904
19647,-120.84,37.47,11.0,1468.0,2.7857,110300.0,0,1.5565395095367847,0.32084468664850135
19648,-120.89,37.48,27.0,647.0,2.9135,159400.0,0,1.7279752704791345,0.3230293663060278
19649,-120.89,37.45,29.0,1070.0,3.6597,145600.0,0,1.8130841121495327,0.3102803738317757
19650,-120.88,37.52,2.0,707.0,2.6103,133600.0,0,2.6463932107496464,0.3620933521923621
19651,-120.87,37.5,7.0,2431.0,3.1042,122500.0,0,2.0427807486631018,0.3718634306869601
19652,-120.86,37.5,34.0,2916.0,1.9829,82800.0,0,1.4650205761316872,0.3299039780521262
19653,-120.85,37.49,39.0,2606.0,1.9429,76400.0,0,1.0897927858787413,0.28280890253261703
19654,-120.86,37.49,37.0,893.0,1.6213,69500.0,0,1.213885778275476,0.2642777155655095
19655,-120.86,37.49,22.0,1441.0,2.4706,89400.0,0,1.4850798056904928,0.28383067314365024
19656,-120.85,37.49,42.0,310.0,1.4063,61500.0,0,0.8516129032258064,0.22580645161290322
19657,-120.84,37.48,10.0,1960.0,2.7381,104600.0,0,1.4663265306122448,0.3040816326530612
19658,-120.86,37.52,9.0,5372.0,3.4821,127100.0,0,1.8400967982129561,0.3430752047654505
19659,-120.85,37.51,5.0,1593.0,2.2292,127500.0,0,1.8198367859384807,0.3973634651600753
19660,-120.85,37.51,15.0,728.0,1.5531,93100.0,0,1.5535714285714286,0.385989010989011
19661,-120.84,37.5,47.0,1126.0,2.2083,97300.0,0,2.0515097690941384,0.3969804618117229
19663,-120.84,37.49,25.0,1234.0,1.4529,86100.0,0,1.9311183144246353,0.47244732576985415
19664,-120.82,37.49,25.0,882.0,3.5547,122400.0,0,1.8265306122448979,0.29591836734693877
19665,-120.82,37.51,17.0,736.0,4.4083,165800.0,0,2.260869565217391,0.3451086956521739
19666,-120.83,37.51,34.0,1226.0,4.601,150000.0,0,2.510603588907015,0.3972267536704731
19667,-120.82,37.5,21.0,1313.0,4.4886,135400.0,0,2.265041888804265,0.3511043412033511
19668,-120.83,37.5,30.0,631.0,3.375,118500.0,0,2.1236133122028527,0.36608557844690964
19669,-120.84,37.51,8.0,688.0,2.7243,138400.0,0,1.7311046511627908,0.37790697674418605
19670,-120.84,37.51,14.0,3909.0,2.0643,106500.0,0,1.621130723970325,0.3786134561268867
19671,-120.83,37.52,6.0,773.0,4.1859,150000.0,0,1.92496765847348,0.3350582147477361
19672,-120.84,37.52,16.0,2531.0,3.7065,124800.0,0,1.788621098380087,0.32595811932042673
19673,-120.84,37.51,20.0,1258.0,3.8958,126800.0,0,1.511128775834658,0.2543720190779014
19674,-120.83,37.51,13.0,1639.0,4.6635,198400.0,0,2.315436241610738,0.37156802928615007
19675,-121.62,39.16,7.0,2271.0,3.809,110700.0,0,1.9726992514310877,0.3377366798767063
19676,-121.63,39.16,7.0,1065.0,2.4183,103800.0,0,1.764319248826291,0.38497652582159625
19677,-121.63,39.15,27.0,195.0,5.3946,71800.0,0,1.7230769230769232,0.3487179487179487
19678,-121.62,39.16,16.0,1267.0,2.4556,97100.0,0,1.6077348066298343,0.35595895816890294
19679,-121.63,39.15,16.0,940.0,1.5613,72500.0,0,1.6457446808510638,0.425531914893617
19680,-121.63,39.15,27.0,1419.0,1.8849,73500.0,0,2.1078224101479917,0.427061310782241
19681,-121.62,39.15,36.0,1168.0,3.0962,74000.0,0,1.9871575342465753,0.4186643835616438
19682,-121.62,39.15,23.0,1043.0,1.9375,65300.0,0,1.9022051773729627,0.4333652924256951
19683,-121.63,39.14,39.0,822.0,2.5038,68300.0,0,2.2798053527980535,0.4586374695863747
19684,-121.62,39.14,41.0,1202.0,1.6902,61500.0,0,1.8161397670549084,0.4209650582362729
19685,-121.61,39.14,44.0,1030.0,1.4661,65200.0,0,1.9757281553398058,0.43980582524271844
19686,-121.62,39.13,41.0,856.0,1.6719,64100.0,0,1.5385514018691588,0.39369158878504673
19687,-121.63,39.13,26.0,1047.0,1.8208,79500.0,0,2.2492836676217767,0.47468958930276983
19688,-121.62,39.13,41.0,583.0,2.2431,63400.0,0,1.967409948542024,0.4099485420240137
19689,-121.61,39.13,21.0,933.0,1.6823,83800.0,0,1.534833869239014,0.36012861736334406
19690,-121.63,39.12,34.0,804.0,3.4492,98800.0,0,2.47636815920398,0.42786069651741293
19691,-121.62,39.12,35.0,1431.0,2.5469,65900.0,0,1.9475890985324948,0.41998602375960864
19692,-121.61,39.13,33.0,1583.0,1.4727,53000.0,0,1.616550852811118,0.31838281743524954
19693,-121.6,39.12,21.0,1494.0,1.3348,225000.0,0,0.8694779116465864,0.20816599732262384
19694,-121.62,39.12,26.0,627.0,4.2188,94200.0,0,2.240829346092504,0.34290271132376393
19695,-121.63,39.12,32.0,1099.0,4.3864,117500.0,0,2.3421292083712464,0.35577797998180166
19696,-121.62,39.11,5.0,1245.0,3.2465,97200.0,0,1.8634538152610443,0.3927710843373494
19697,-121.63,39.1,22.0,1757.0,4.174,100100.0,0,2.0404097894137734,0.3284006829823563
19698,-121.62,39.11,11.0,1459.0,4.2792,123800.0,0,2.4119259766963674,0.3762851267991775
19699,-121.62,39.09,21.0,1337.0,3.8534,99700.0,0,2.014210919970082,0.32535527299925204
19700,-121.68,39.13,17.0,717.0,3.4698,179700.0,0,2.7461645746164574,0.3737796373779637
19701,-121.65,39.13,11.0,2336.0,2.6842,89100.0,0,2.068921232876712,0.3600171232876712
19702,-121.68,39.11,19.0,596.0,4.0625,141700.0,0,2.291946308724832,0.34060402684563756
19703,-121.64,39.12,13.0,3294.0,4.2656,110700.0,0,1.9453551912568305,0.33576199149969643
19704,-121.64,39.11,18.0,1817.0,3.3793,92900.0,0,1.7677490368739681,0.27958172812328014
19705,-121.66,39.09,27.0,1090.0,4.45,96200.0,0,1.924770642201835,0.3055045871559633
19706,-121.67,39.18,26.0,1125.0,3.3958,94600.0,0,1.8853333333333333,0.3253333333333333
19707,-121.68,39.15,14.0,1292.0,4.3833,115200.0,0,2.1470588235294117,0.33126934984520123
19708,-121.67,39.14,22.0,1056.0,3.6111,112300.0,0,2.143939393939394,0.3816287878787879
19709,-121.63,39.18,13.0,821.0,2.0978,134000.0,0,2.322777101096224,0.4470158343483557
19710,-121.66,39.15,22.0,1200.0,3.4426,102400.0,0,1.7866666666666666,0.30833333333333335
19711,-121.65,39.16,16.0,2087.0,2.3963,114800.0,0,2.406324868231912,0.4580737901293723
19712,-121.64,39.15,15.0,1159.0,5.234,124900.0,0,2.2942191544434856,0.3511647972389991
19713,-121.71,39.25,37.0,806.0,4.0,101400.0,0,2.3213399503722085,0.36476426799007444
19714,-121.68,39.29,29.0,1137.0,1.5281,61600.0,0,1.6358839050131926,0.3210202286719437
19715,-121.64,39.28,25.0,2076.0,1.8095,64100.0,0,1.3762042389210019,0.32996146435452794
19716,-121.64,39.22,37.0,627.0,3.8611,100000.0,0,1.8963317384370015,0.3492822966507177
19717,-121.67,39.26,29.0,2106.0,1.6315,58000.0,0,1.4439696106362774,0.3262108262108262
19718,-121.83,39.23,25.0,1983.0,2.4464,72500.0,0,1.9258698940998487,0.33182047402924864
19719,-121.74,39.15,20.0,1205.0,2.8,71200.0,0,1.9103734439834026,0.33112033195020746
19720,-121.83,39.1,42.0,451.0,3.2917,97900.0,0,2.8425720620842574,0.352549889135255
19721,-121.91,39.14,45.0,343.0,2.125,62000.0,0,2.4635568513119535,0.3965014577259475
19722,-121.76,38.94,48.0,234.0,3.6111,67500.0,0,2.3076923076923075,0.3162393162393162
19723,-121.67,38.85,46.0,410.0,1.7417,110400.0,0,1.5731707317073171,0.2975609756097561
19724,-121.69,38.87,38.0,304.0,2.6597,86000.0,0,1.355263157894737,0.3125
19725,-121.62,38.96,36.0,1068.0,1.9797,118800.0,0,1.7097378277153559,0.29775280898876405
19726,-121.7,39.07,26.0,1437.0,3.3125,100000.0,0,1.8566457898399444,0.35142658315935976
19727,-121.47,38.95,34.0,969.0,2.7039,106300.0,0,2.197110423116615,0.3240454076367389
19728,-121.52,38.9,32.0,802.0,2.9048,98200.0,0,2.057356608478803,0.3541147132169576
19729,-121.58,38.81,25.0,340.0,1.7857,258300.0,0,2.288235294117647,0.45588235294117646
19730,-121.51,38.79,29.0,850.0,2.9324,137500.0,0,2.018823529411765,0.33176470588235296
19731,-122.1,40.05,26.0,305.0,2.1827,72700.0,0,2.0754098360655737,0.45901639344262296
19732,-122.08,40.09,19.0,1185.0,2.3657,94000.0,0,2.2033755274261604,0.40759493670886077
19733,-122.12,40.14,34.0,1029.0,2.5197,82300.0,0,1.8950437317784257,0.3654033041788144
19734,-122.17,40.2,28.0,873.0,3.3594,79100.0,0,2.0412371134020617,0.35624284077892326
19735,-121.8,40.34,26.0,1341.0,2.881,79800.0,0,3.5906040268456376,0.40193885160328113
19736,-121.78,40.12,14.0,35.0,6.1359,106300.0,0,11.085714285714285,0.4857142857142857
19737,-122.42,40.32,16.0,961.0,2.6827,83900.0,0,2.0582726326742975,0.3465140478668054
19738,-122.34,40.32,12.0,2008.0,2.6352,92200.0,0,1.9163346613545817,0.3401394422310757
19739,-122.23,40.32,10.0,1003.0,3.0833,81300.0,0,2.32901296111665,0.36689930209371885
19740,-122.38,40.09,16.0,1155.0,3.1361,84800.0,0,1.7982683982683982,0.3367965367965368
19741,-122.57,39.9,15.0,1697.0,2.4555,55600.0,0,2.2822628167354155,0.36947554507955216
19742,-122.72,40.17,16.0,188.0,1.3889,87500.0,0,2.106382978723404,0.3829787234042553
19743,-122.2,40.26,15.0,957.0,3.1908,137900.0,0,2.1964472309299894,0.3876698014629049
19744,-122.38,40.2,16.0,1366.0,2.8447,87700.0,0,1.992679355783309,0.3623718887262079
19745,-122.35,40.25,10.0,866.0,3.5,104300.0,0,1.871824480369515,0.32678983833718245
19746,-122.26,40.19,35.0,1194.0,2.0425,63700.0,0,2.0661641541038525,0.37185929648241206
19747,-122.24,40.19,29.0,859.0,3.7,70500.0,0,2.2258440046565773,0.37834691501746215
19748,-122.23,40.2,17.0,322.0,4.2917,128800.0,0,2.3664596273291925,0.43167701863354035
19749,-122.24,40.18,39.0,1307.0,1.6483,60800.0,0,1.6763580719204285,0.3817903596021423
19751,-122.25,40.17,47.0,846.0,1.8077,54100.0,0,1.8368794326241136,0.3557919621749409
19752,-122.22,40.18,13.0,1754.0,2.3517,88900.0,0,2.120296465222349,0.43557582668187
19753,-122.21,40.2,19.0,1421.0,2.6149,84400.0,0,2.3954961294862773,0.48064743138634763
19754,-122.19,40.2,30.0,1296.0,3.5305,73600.0,0,2.121913580246914,0.35802469135802467
19755,-122.21,40.18,30.0,410.0,2.1898,63200.0,0,1.8146341463414635,0.4024390243902439
19756,-122.25,40.17,19.0,1741.0,1.9727,64900.0,0,1.8276852383687536,0.3687535898908673
19757,-122.24,40.16,19.0,1293.0,2.035,55100.0,0,1.9334880123743232,0.3820572312451663
19758,-122.23,40.17,21.0,651.0,2.225,64700.0,0,2.152073732718894,0.4592933947772657
19759,-122.23,40.15,14.0,1637.0,1.787,51600.0,0,1.4031765424557117,0.33659132559560173
19760,-122.25,40.15,15.0,858.0,2.4375,59200.0,0,1.9545454545454546,0.3811188811188811
19761,-122.17,40.11,24.0,1042.0,1.7708,59000.0,0,1.5652591170825336,0.31957773512476007
19762,-122.19,40.07,21.0,744.0,1.9773,55000.0,0,2.0806451612903225,0.35618279569892475
19763,-122.18,40.02,30.0,961.0,2.25,68200.0,0,2.031217481789802,0.3465140478668054
19764,-122.14,40.07,31.0,1193.0,1.4923,44400.0,0,1.7208717518860017,0.37468566638725903
19765,-122.13,40.01,21.0,451.0,2.125,63300.0,0,2.0310421286031044,0.3946784922394678
19766,-122.1,40.03,25.0,1266.0,1.7566,58400.0,0,1.9873617693522907,0.3902053712480253
19767,-122.06,40.02,32.0,690.0,2.3043,68400.0,0,2.079710144927536,0.3681159420289855
19768,-122.0,39.94,27.0,464.0,1.7125,58200.0,0,1.8362068965517242,0.31896551724137934
19769,-122.11,39.82,27.0,508.0,2.625,91700.0,0,2.0964566929133857,0.38976377952755903
19770,-122.12,39.91,16.0,2028.0,2.3929,77200.0,0,1.97534516765286,0.3708086785009862
19771,-122.17,39.92,16.0,652.0,1.9038,60800.0,0,2.401840490797546,0.4401840490797546
19772,-122.17,39.94,32.0,1316.0,2.2292,57400.0,0,1.7872340425531914,0.33966565349544076
19773,-122.14,39.97,27.0,625.0,3.1319,62700.0,0,1.7264,0.3152
19774,-122.23,39.95,21.0,888.0,2.207,86400.0,0,2.350225225225225,0.40653153153153154
19775,-122.2,39.93,9.0,768.0,1.9191,54400.0,0,1.6875,0.3385416666666667
19776,-122.23,39.86,21.0,982.0,1.8375,79800.0,0,1.7617107942973524,0.32790224032586557
19777,-122.19,39.92,20.0,1363.0,1.023,54200.0,0,1.880410858400587,0.4482758620689655
19778,-122.18,39.93,35.0,610.0,2.1759,59500.0,0,2.273770491803279,0.3885245901639344
19779,-122.19,39.91,39.0,1433.0,1.8571,53500.0,0,1.721563154221912,0.35031402651779486
19780,-122.68,41.15,32.0,224.0,3.631,90400.0,0,3.6473214285714284,0.39732142857142855
19781,-122.81,40.93,16.0,588.0,2.7083,88900.0,0,3.4863945578231292,0.33163265306122447
19782,-122.96,40.77,29.0,753.0,3.2891,93100.0,0,2.1739707835325364,0.35856573705179284
19783,-122.93,40.78,20.0,1685.0,2.3667,91200.0,0,2.23026706231454,0.44925816023738874
19784,-122.89,40.76,14.0,270.0,2.3958,102100.0,0,2.637037037037037,0.3333333333333333
19785,-122.79,40.75,17.0,1352.0,2.125,71700.0,0,2.848372781065089,0.41420118343195267
19786,-122.86,40.56,12.0,423.0,1.7393,81300.0,0,3.1914893617021276,0.4066193853427896
19787,-122.95,40.67,17.0,574.0,2.0268,94200.0,0,2.6097560975609757,0.42160278745644597
19788,-122.95,40.71,26.0,987.0,2.4792,88800.0,0,2.260385005065856,0.36879432624113473
19789,-123.35,40.99,23.0,47.0,1.125,66000.0,0,3.0,0.48936170212765956
19790,-123.53,40.88,20.0,918.0,2.2115,75000.0,0,2.9193899782135078,0.3758169934640523
19791,-123.48,40.79,15.0,287.0,1.9107,79200.0,0,2.156794425087108,0.3623693379790941
19792,-123.28,40.77,25.0,301.0,1.625,79200.0,0,2.548172757475083,0.4019933554817276
19793,-123.13,40.85,18.0,675.0,1.8933,84700.0,0,2.4444444444444446,0.4177777777777778
19794,-123.41,40.61,17.0,301.0,1.7875,55000.0,0,2.5548172757475083,0.4186046511627907
19795,-123.11,40.6,23.0,316.0,1.1602,65000.0,0,2.240506329113924,0.43037974683544306
19796,-123.18,40.58,18.0,695.0,1.7262,73700.0,0,2.0877697841726617,0.36546762589928056
19797,-123.22,40.54,27.0,847.0,1.9034,49600.0,0,1.8571428571428572,0.38961038961038963
19798,-123.12,40.54,23.0,539.0,1.8696,61500.0,0,2.0241187384044528,0.37291280148423006
19799,-123.21,40.51,16.0,152.0,1.375,48800.0,0,1.5855263157894737,0.40131578947368424
19800,-123.32,40.43,15.0,131.0,0.4999,56700.0,0,5.0458015267175576,0.4351145038167939
19801,-123.08,40.4,10.0,140.0,1.7969,37500.0,0,2.607142857142857,0.35
19802,-123.17,40.31,36.0,18.0,0.536,14999.0,0,5.444444444444445,0.4444444444444444
19803,-123.22,40.16,27.0,396.0,2.8472,41300.0,0,4.666666666666667,0.3787878787878788
19804,-123.48,40.34,19.0,216.0,2.7083,64500.0,0,2.3981481481481484,0.37037037037037035
19805,-123.43,40.22,20.0,87.0,3.625,67500.0,0,1.528735632183908,0.42528735632183906
19806,-123.41,40.07,17.0,141.0,0.8362,87500.0,0,3.1843971631205674,0.375886524822695
19807,-118.96,36.66,18.0,320.0,3.1964,80000.0,0,4.06875,0.415625
19808,-119.12,36.54,30.0,1368.0,2.9828,85200.0,0,2.0080409356725144,0.33114035087719296
19809,-118.96,36.49,24.0,636.0,1.742,118800.0,0,1.9937106918238994,0.28773584905660377
19810,-118.65,36.57,20.0,570.0,1.4821,143300.0,0,2.5105263157894737,0.39473684210526316
19811,-118.86,36.41,20.0,1195.0,3.0391,139700.0,0,2.300418410041841,0.4108786610878661
19812,-118.94,36.32,10.0,986.0,4.0703,147100.0,0,2.3032454361054766,0.3630831643002028
19813,-119.26,36.61,33.0,310.0,2.5417,118800.0,0,1.8064516129032258,0.36451612903225805
19814,-119.25,36.56,35.0,1131.0,1.6722,59100.0,0,1.4809902740937224,0.27939876215738285
19815,-119.28,36.54,33.0,1222.0,1.8163,57400.0,0,1.2029459901800328,0.24631751227495907
19816,-119.29,36.54,18.0,2732.0,1.8429,58300.0,0,0.9447291361639825,0.21669106881405564
19817,-119.29,36.55,21.0,1721.0,2.5521,65600.0,0,1.4334689134224288,0.2992446252178966
19818,-119.3,36.57,32.0,461.0,3.0156,109100.0,0,1.579175704989154,0.3232104121475054
19819,-119.44,36.48,27.0,1704.0,1.1728,41700.0,0,0.9072769953051644,0.2318075117370892
19820,-119.37,36.47,26.0,277.0,2.3438,100000.0,0,1.2166064981949458,0.26353790613718414
19821,-119.45,36.48,38.0,311.0,3.1719,106300.0,0,1.292604501607717,0.2797427652733119
19822,-119.48,36.44,22.0,1185.0,2.0857,49200.0,0,1.1721518987341772,0.22869198312236286
19823,-119.35,36.52,39.0,2199.0,2.6445,62000.0,0,1.3765347885402455,0.2692132787630741
19824,-119.48,36.5,32.0,1968.0,2.9554,110300.0,0,1.7535569105691058,0.2916666666666667
19825,-119.43,36.55,27.0,882.0,2.75,93500.0,0,1.8378684807256236,0.3673469387755102
19826,-119.48,36.54,28.0,1011.0,4.2222,108900.0,0,2.0890207715133533,0.3313550939663699
19827,-119.4,36.55,19.0,2202.0,2.5141,67400.0,0,1.3623978201634876,0.26793823796548594
19828,-119.39,36.55,30.0,837.0,3.3869,80400.0,0,1.994026284348865,0.38829151732377537
19829,-119.38,36.56,14.0,1945.0,2.6906,95300.0,0,2.038560411311054,0.3768637532133676
19830,-119.38,36.55,31.0,1411.0,3.017,72000.0,0,1.6598157335223247,0.32955350815024803
19831,-119.38,36.56,25.0,611.0,2.0729,84700.0,0,1.9312602291325696,0.3469721767594108
19832,-119.38,36.54,33.0,2030.0,1.5223,51800.0,0,1.2142857142857142,0.2571428571428571
19833,-119.38,36.53,38.0,1423.0,1.9602,51400.0,0,0.9002108222066058,0.20590302178496134
19834,-119.39,36.54,34.0,1272.0,1.8068,59000.0,0,1.25,0.3199685534591195
19835,-119.39,36.54,30.0,1184.0,1.7165,59100.0,0,1.1891891891891893,0.27364864864864863
19836,-119.4,36.53,28.0,1524.0,2.75,65000.0,0,1.444225721784777,0.27034120734908135
19837,-119.28,36.52,19.0,1327.0,2.25,53200.0,0,1.0565184626978146,0.23813112283345894
19838,-119.29,36.53,33.0,1734.0,1.625,50300.0,0,0.870242214532872,0.19377162629757785
19839,-119.29,36.52,39.0,1222.0,1.5714,43000.0,0,0.7021276595744681,0.18330605564648117
19840,-119.26,36.5,35.0,1475.0,2.5719,74300.0,0,1.1450847457627118,0.22305084745762713
19841,-119.1,36.43,24.0,643.0,2.6711,71300.0,0,1.6158631415241058,0.3001555209953344
19842,-119.1,36.42,26.0,1217.0,1.8801,57600.0,0,1.458504519309778,0.31470829909613807
19843,-119.09,36.42,15.0,1275.0,1.5875,55800.0,0,1.1898039215686274,0.2690196078431373
19844,-119.09,36.42,17.0,966.0,2.0,52500.0,0,0.9078674948240165,0.22567287784679088
19845,-119.1,36.4,31.0,1518.0,1.5608,51700.0,0,1.0098814229249011,0.25428194993412384
19846,-119.1,36.4,23.0,1056.0,3.2159,92800.0,0,1.785037878787879,0.32007575757575757
19847,-119.23,36.45,36.0,1283.0,2.1205,60000.0,0,1.1753702260327357,0.24318004676539362
19848,-119.18,36.4,39.0,899.0,2.6648,129200.0,0,1.9243604004449388,0.3437152391546162
19849,-119.27,36.39,17.0,998.0,4.3281,145700.0,0,2.0801603206412826,0.3406813627254509
19850,-119.23,36.39,39.0,1061.0,1.4812,53500.0,0,1.5645617342130067,0.2884071630537229
19851,-119.21,36.39,31.0,1013.0,2.0363,53500.0,0,1.4461994076999012,0.29318854886475815
19852,-119.21,36.38,18.0,1461.0,2.0216,58000.0,0,1.4770704996577686,0.270362765229295
19853,-119.35,36.42,18.0,1742.0,2.7969,123800.0,0,0.6400688863375431,0.1010332950631458
19854,-119.31,36.39,32.0,1538.0,1.9342,68600.0,0,1.4908972691807543,0.30429128738621586
19855,-119.45,36.35,22.0,1076.0,2.3365,69600.0,0,1.695167286245353,0.2620817843866171
19856,-119.41,36.35,20.0,1390.0,2.2222,52900.0,0,1.2539568345323742,0.24172661870503598
19857,-119.42,36.35,20.0,1031.0,1.6645,48000.0,0,1.4248302618816684,0.25121241513094084
19858,-119.29,36.35,15.0,1332.0,2.5743,60200.0,0,1.3063063063063063,0.23123123123123124
19859,-119.29,36.34,10.0,1664.0,2.0227,53300.0,0,1.1009615384615385,0.2578125
19860,-119.3,36.35,24.0,1520.0,2.3304,64900.0,0,1.2203947368421053,0.26973684210526316
19861,-119.3,36.34,27.0,1178.0,1.4432,48100.0,0,1.2860780984719864,0.2623089983022071
19862,-119.31,36.34,14.0,2250.0,2.1602,65200.0,0,1.3266666666666667,0.2697777777777778
19863,-119.32,36.36,18.0,1348.0,3.4312,68400.0,0,1.5281899109792285,0.29451038575667654
19864,-119.37,36.35,20.0,518.0,5.3767,231300.0,0,2.1853281853281854,0.3436293436293436
19865,-119.32,36.33,20.0,674.0,9.0376,239100.0,0,2.8130563798219583,0.41097922848664686
19866,-119.32,36.33,18.0,1158.0,4.5938,150500.0,0,2.2478411053540586,0.36528497409326427
19867,-119.34,36.34,5.0,1917.0,4.0144,126600.0,0,2.3500260824204484,0.4042775169535733
19868,-119.34,36.33,17.0,1218.0,4.1812,93700.0,0,1.8472906403940887,0.3842364532019704
19869,-119.35,36.33,14.0,568.0,3.1486,105600.0,0,2.1038732394366195,0.40316901408450706
19870,-119.36,36.33,11.0,1351.0,2.9844,132000.0,0,2.3841598815692078,0.41820873427091043
19871,-119.29,36.34,28.0,2178.0,1.2634,50600.0,0,0.6611570247933884,0.20202020202020202
19872,-119.29,36.34,35.0,1246.0,1.474,71000.0,0,0.9911717495987159,0.2736757624398074
19873,-119.3,36.34,45.0,2256.0,1.8299,63100.0,0,1.6502659574468086,0.34131205673758863
19874,-119.31,36.34,32.0,1744.0,1.4729,54100.0,0,1.0854357798165137,0.2436926605504587
19875,-119.29,36.33,19.0,641.0,0.7445,112500.0,0,1.2355694227769112,0.3463338533541342
19876,-119.31,36.33,46.0,772.0,2.425,84900.0,0,2.1191709844559585,0.43005181347150256
19877,-119.25,36.36,16.0,1471.0,5.8673,154800.0,0,2.2059823249490145,0.30591434398368456
19878,-119.27,36.34,7.0,1793.0,3.5296,83700.0,0,1.9146681539319577,0.34913552704963746
19879,-119.28,36.35,7.0,2080.0,3.1111,72400.0,0,1.7298076923076924,0.32596153846153847
19880,-119.28,36.33,10.0,927.0,0.78,55500.0,0,1.133764832793959,0.29557713052858686
19881,-119.27,36.34,26.0,1453.0,2.4113,58600.0,0,1.415691672401927,0.3021335168616655
